pupid,educ_attain,treat,schid,grade,winn01,winn02,age01,test00,test01,test02,c1,weight,in_school,math,cognitive,vocab
2416008,8,0,241,6,0,0,14,-0.9880298972129822,-0.8791266083717346,-0.3971041738986969,1,1,0,0.12390250712633133,0.5203220844268799,0.8917628526687622
2416011,7,0,241,6,0,0,16,NA,-0.5378531217575073,NA,1,1,0,-1.7188847064971924,-0.007514761295169592,0.5339580178260803
2416012,8,0,241,6,0,0,12,-0.3087364137172699,-0.49770328402519226,NA,1,1,1,-0.18322870135307312,1.927886962890625,0.5339580178260803
2416013,8,0,241,6,0,0,13,NA,-0.6783775091171265,0.6120122075080872,1,1,0,0.4310337007045746,-0.7112972140312195,-0.0027492118533700705
2416014,8,0,241,6,0,0,16,NA,-0.6181527376174927,NA,1,1,0,-0.7974911332130432,-0.7112972140312195,-0.0027492118533700705
2416016,9,0,241,6,0,0,10,0.06002290919423103,0.04431935399770737,-0.08819099515676498,1,5,1,1.0452960729599,1.5759958028793335,1.0706652402877808
2416019,9,0,241,6,0,0,13,-0.8133544325828552,-0.37725380063056946,-1.1796841621398926,1,1,1,0.12390250712633133,1.400050163269043,1.0706652402877808
2416020,7,0,241,6,0,0,16,NA,-1.4813740253448486,-1.5297858715057373,1,1,0,-1.1046223640441895,-0.18346038460731506,-0.7183588743209839
2416021,9,0,241,6,0,0,14,-0.11465255916118622,0.10454408824443817,-0.767799973487854,1,5,1,-0.18322870135307312,-0.3594059944152832,0.35505563020706177
2416027,8,0,241,6,0,0,14,NA,-1.0999506711959839,-0.95314788818359375,1,1,0,-0.18322870135307312,1.927886962890625,-0.360554039478302
2416028,7,0,241,6,0,0,15,NA,NA,-1.0561189651489258,1,1,1,0.7381649017333984,-1.0631884336471558,-0.5394564867019653
2416031,8,0,241,6,0,0,11,-1.0074383020401,-0.5378531217575073,-0.4588868021965027,1,1,1,1.0452960729599,-0.3594059944152832,0.35505563020706177
2416041,8,0,241,6,0,0,13,-1.104480266571045,-1.1401004791259766,-0.5824520587921143,1,1,1,0.12390250712633133,-0.7112972140312195,-0.0027492118533700705
2416045,9,0,241,6,0,0,12,NA,-0.15642976760864258,NA,1,1,1,1.0452960729599,1.751941442489624,1.7862749099731445
2416046,8,0,241,6,0,0,14,-0.7163125276565552,-1.4612990617752075,-1.5915684700012207,1,1,1,-1.1046223640441895,-0.88724285364151,-0.5394564867019653
2416054,7,0,241,6,0,0,14,-1.3761975765228271,-1.762422800064087,-1.0149304866790771,1,5,0,-0.490359902381897,-1.7669708728790283,-1.255066156387329
2416056,7,0,241,6,0,0,11,-1.220930576324463,-0.8590517044067383,-0.3971041738986969,1,1,1,0.7381649017333984,-0.18346038460731506,1.2495677471160889
2425002,7,1,242,5,0,0,12,0.01536583248525858,NA,NA,0,1,1,1.0452960729599,-0.7112972140312195,-0.8972613215446472
2425005,8,1,242,5,0,0,11,NA,NA,NA,0,1,1,1.0452960729599,0.6962677240371704,0.35505563020706177
2425008,8,1,242,5,0,0,12,0.643450915813446,NA,-0.7745852470397949,0,1,0,-0.7974911332130432,-0.88724285364151,-0.360554039478302
2425012,9,1,242,5,0,0,12,NA,NA,-1.5209777355194092,0,1,1,0.4310337007045746,-0.18346038460731506,-1.0761637687683105
2425016,8,1,242,5,0,0,13,0.35183998942375183,NA,NA,0,1,0,-0.490359902381897,-0.5353516340255737,-0.5394564867019653
2425018,8,1,242,5,0,0,11,0.8004721999168396,NA,NA,0,1,1,1.352427363395691,0.6962677240371704,1.0706652402877808
2425020,9,1,242,5,0,0,11,0.6210193037986755,NA,0.36573660373687744,0,5,1,1.6595585346221924,-0.18346038460731506,-0.0027492118533700705
2425022,7,1,242,5,0,0,13,-1.0164883136749268,NA,-0.33918964862823486,0,1,1,0.4310337007045746,-1.5910253524780273,-1.255066156387329
2425023,8,1,242,5,0,0,12,-0.3435399532318115,NA,-0.1525915265083313,0,1,1,-1.1046223640441895,-0.5353516340255737,0.35505563020706177
2425028,7,1,242,5,0,0,14,-0.16408705711364746,NA,-0.9611833691596985,0,1,1,1.352427363395691,0.1684308499097824,-0.5394564867019653
2425029,8,1,242,5,0,0,13,-0.007065778598189354,NA,0.09620597213506699,0,1,1,1.352427363395691,-0.88724285364151,0.17615319788455963
2425031,8,1,242,5,0,0,14,0.7556089758872986,NA,0.1584053486585617,0,1,1,0.12390250712633133,-0.88724285364151,-0.360554039478302
2425033,5,1,242,5,0,0,14,0.8901986479759216,NA,-0.5050546526908875,0,5,0,-1.1046223640441895,-0.88724285364151,-1.255066156387329
2425035,8,1,242,5,0,0,NA,1.204241156578064,NA,NA,0,5,0,-0.7974911332130432,0.5203220844268799,-0.5394564867019653
2425039,7,1,242,5,0,0,14,NA,NA,NA,0,1,1,-0.490359902381897,-1.9429165124893188,-0.360554039478302
2425044,9,1,242,5,0,0,12,0.8453354239463806,NA,0.05473972484469414,0,1,1,-0.7974911332130432,0.34437647461891174,-0.360554039478302
2426003,7,1,242,6,0,0,14,-0.6386789679527283,-0.5579280257225037,-1.0355247259140015,1,1,0,-0.18322870135307312,0.34437647461891174,-0.8972613215446472
2426005,9,1,242,6,1,0,15,NA,1.2086642980575562,0.17953376471996307,1,1,1,1.0452960729599,-0.7112972140312195,0.8917628526687622
2426006,10,1,242,6,1,0,13,1.088667392730713,1.4294883012771606,0.1177511215209961,1,1,1,1.0452960729599,0.8722133040428162,1.2495677471160889
2426007,6,1,242,6,0,0,NA,0.9334002733230591,-0.15642976760864258,NA,1,5,0,-1.1046223640441895,-0.7112972140312195,-0.7183588743209839
2426008,9,1,242,6,0,0,13,-0.2311028689146042,-0.13635486364364624,-0.5206694602966309,1,1,1,1.0452960729599,0.5203220844268799,0.17615319788455963
2426018,10,1,242,6,0,0,12,0.5840493440628052,0.3454430401325226,0.8179543018341064,1,1,1,0.12390250712633133,0.34437647461891174,0.7128604650497437
2426023,9,1,242,6,0,0,15,0.5064157843589783,-0.015905383974313736,NA,1,1,1,0.7381649017333984,-0.18346038460731506,-0.360554039478302
2426027,10,1,242,6,0,0,15,0.5452325344085693,NA,1.7035053968429565,1,5,1,1.0452960729599,-0.18346038460731506,0.8917628526687622
2426034,9,1,242,6,1,0,15,1.108075737953186,1.188589334487915,0.6737948656082153,1,1,1,1.352427363395691,0.8722133040428162,1.2495677471160889
2426052,9,1,242,6,0,0,13,NA,0.04431935399770737,0.44725850224494934,1,1,1,1.9666897058486938,1.5759958028793335,0.8917628526687622
2426053,9,1,242,6,0,0,14,1.030442237854004,0.6666416525840759,NA,1,1,1,0.12390250712633133,0.34437647461891174,0.8917628526687622
2426055,8,1,242,6,1,0,NA,NA,NA,-0.35591575503349304,1,1,0,2.2738208770751953,1.048158884048462,0.35505563020706177
2435001,7,1,243,5,0,0,12,NA,NA,-0.753852128982544,0,1,1,-1.1046223640441895,0.5203220844268799,-0.8972613215446472
2435004,8,1,243,5,0,0,11,0.9350618720054626,NA,0.13767221570014954,0,1,1,1.6595585346221924,1.400050163269043,1.0706652402877808
2435010,9,1,243,5,0,1,14,1.204241156578064,NA,1.3401933908462524,0,1,1,0.7381649017333984,0.34437647461891174,0.35505563020706177
2435012,7,1,243,5,0,0,14,-1.0164883136749268,NA,NA,0,1,1,-0.18322870135307312,-1.2391340732574463,-0.18165162205696106
2435013,8,1,243,5,0,0,12,NA,NA,-0.11112527549266815,0,1,1,0.12390250712633133,0.8722133040428162,0.5339580178260803
2435016,6,1,243,5,0,0,13,NA,NA,-0.44285526871681213,0,1,1,-0.7974911332130432,-2.2948076725006104,0.7128604650497437
2435023,7,1,243,5,0,0,14,0.39670321345329285,NA,NA,0,1,1,-1.1046223640441895,-0.5353516340255737,-0.5394564867019653
2435024,6,1,243,5,0,0,14,-0.5229928493499756,NA,NA,0,1,1,0.12390250712633133,-1.0631884336471558,-0.5394564867019653
2435031,7,1,243,5,0,0,14,0.46399804949760437,NA,0.26207098364830017,0,1,1,1.9666897058486938,0.8722133040428162,-0.0027492118533700705
2435035,9,1,243,5,0,1,11,1.563146948814392,NA,0.9669972062110901,0,1,1,1.352427363395691,-0.007514761295169592,1.0706652402877808
2436004,8,1,243,6,0,0,14,-0.3087364137172699,-0.2367294281721115,NA,1,1,1,0.4310337007045746,0.6962677240371704,0.17615319788455963
2436006,10,1,243,6,0,0,15,NA,0.024244440719485283,0.05596848949790001,1,1,1,-1.1046223640441895,1.751941442489624,1.2495677471160889
2436008,7,1,243,6,0,0,14,-1.1432969570159912,-0.5378531217575073,-0.5824520587921143,1,1,1,0.7381649017333984,-0.007514761295169592,-0.5394564867019653
2436010,7,1,243,6,0,0,14,-0.968621551990509,-1.4010742902755737,NA,1,1,1,-0.490359902381897,0.34437647461891174,0.5339580178260803
2436011,8,1,243,6,0,0,NA,NA,NA,NA,1,1,0,0.4310337007045746,0.34437647461891174,-0.5394564867019653
2436017,9,1,243,6,0,0,13,-0.037019018083810806,0.38559287786483765,0.6737948656082153,1,1,1,0.12390250712633133,1.927886962890625,1.0706652402877808
2436018,10,1,243,6,0,0,12,0.19588160514831543,0.16476882994174957,0.30309903621673584,1,1,1,1.0452960729599,1.5759958028793335,0.5339580178260803
2436021,8,1,243,6,0,0,15,NA,0.16476882994174957,NA,1,1,1,-0.490359902381897,-1.0631884336471558,1.4284701347351074
2436022,8,1,243,6,0,0,14,NA,0.3655179440975189,0.6943890452384949,1,1,0,0.12390250712633133,0.5203220844268799,0.7128604650497437
2436023,7,1,243,6,0,0,14,-0.26991963386535645,-0.3371039927005768,-0.7472057938575745,1,1,1,-0.18322870135307312,1.5759958028793335,0.35505563020706177
2436029,6,1,243,6,0,0,16,NA,-1.1401004791259766,NA,1,1,0,-1.411753535270691,-1.0631884336471558,-1.7917733192443848
2436030,7,1,243,6,0,0,14,NA,-1.2605499029159546,-1.0355247259140015,1,1,1,-0.18322870135307312,-1.0631884336471558,-0.360554039478302
2445003,6,0,244,5,0,0,16,0.8229038119316101,NA,-0.753852128982544,0,5,0,-2.6402783393859863,-1.7669708728790283,-2.507383108139038
2445004,5,0,244,5,0,0,14,NA,NA,NA,0,5,0,-0.7974911332130432,0.5203220844268799,-0.7183588743209839
2445006,4,0,244,5,0,0,14,-0.029497388750314713,NA,NA,0,1,0,-2.3331470489501953,-0.88724285364151,-1.255066156387329
2445007,8,0,244,5,0,0,13,NA,NA,NA,0,1,1,-0.18322870135307312,0.5203220844268799,-0.7183588743209839
2445008,7,0,244,5,0,0,14,0.7556089758872986,NA,-0.42212215065956116,0,1,0,-1.411753535270691,-1.2391340732574463,-1.4339685440063477
2445009,6,0,244,5,0,0,16,NA,NA,-0.691652774810791,0,1,0,-1.411753535270691,1.048158884048462,-0.7183588743209839
2445010,7,0,244,5,0,0,14,NA,NA,-1.147781491279602,0,1,1,-0.7974911332130432,-0.5353516340255737,-1.4339685440063477
2445012,9,0,244,5,0,0,12,-0.14165544509887695,NA,1.0706628561019897,0,1,1,-0.7974911332130432,-0.18346038460731506,0.7128604650497437
2445013,8,0,244,5,0,0,14,-0.2762451171875,NA,-0.3806558847427368,0,1,0,-1.411753535270691,-0.3594059944152832,1.0706652402877808
2445015,7,0,244,5,0,0,13,-0.38840317726135254,NA,-0.21479089558124542,0,1,0,-0.7974911332130432,-0.007514761295169592,-1.255066156387329
2445017,9,0,244,5,0,0,11,0.35183998942375183,NA,0.034006599336862564,0,1,1,0.4310337007045746,1.048158884048462,0.35505563020706177
2445020,9,0,244,5,0,0,11,2.0342109203338623,NA,1.0913959741592407,0,1,1,0.4310337007045746,1.400050163269043,0.5339580178260803
2446002,7,0,244,6,0,0,13,-0.5998622179031372,-0.4174036383628845,-0.5000752210617065,1,1,1,-0.490359902381897,0.34437647461891174,-0.0027492118533700705
2446003,9,0,244,6,0,0,15,-0.40577834844589233,-0.2969541549682617,-0.14997363090515137,1,1,1,0.7381649017333984,0.5203220844268799,0.35505563020706177
2446007,10,0,244,6,0,0,11,1.7485524415969849,1.529862880706787,2.65083909034729,1,1,1,0.4310337007045746,1.2241045236587524,1.607372522354126
2446008,8,0,244,6,0,0,14,-0.056427404284477234,-0.09620503336191177,-0.19116204977035522,1,1,1,0.4310337007045746,1.751941442489624,-0.0027492118533700705
2446012,9,0,244,6,0,0,13,-0.5222286581993103,0.1848437488079071,0.4266642928123474,1,1,1,0.12390250712633133,0.5203220844268799,-0.18165162205696106
2446014,8,0,244,6,0,0,15,NA,0.7670162320137024,0.7355774641036987,1,1,0,1.0452960729599,0.6962677240371704,0.5339580178260803
2446015,10,0,244,6,0,0,16,NA,-0.2768792510032654,0.17953376471996307,1,1,1,-0.18322870135307312,-0.5353516340255737,0.35505563020706177
2446016,10,0,244,6,0,0,14,NA,0.8673907518386841,0.653200626373291,1,1,0,1.0452960729599,0.1684308499097824,0.35505563020706177
2455002,7,1,245,5,0,0,10,NA,NA,NA,0,1,1,1.0452960729599,0.5203220844268799,-0.7183588743209839
2455007,7,1,245,5,0,0,14,-1.1062147617340088,NA,NA,0,1,1,-0.490359902381897,-0.88724285364151,-0.18165162205696106
2455009,7,1,245,5,0,0,14,NA,NA,0.013273474760353565,0,1,1,0.4310337007045746,0.1684308499097824,-0.7183588743209839
2455010,9,1,245,5,0,0,13,NA,NA,0.4072028398513794,0,5,1,-0.490359902381897,0.34437647461891174,1.2495677471160889
2455011,7,1,245,5,0,0,13,-1.0613515377044678,NA,NA,0,1,1,0.12390250712633133,-0.3594059944152832,-0.360554039478302
2455012,7,1,245,5,0,0,14,-0.5678560733795166,NA,-0.42212215065956116,0,1,1,-1.1046223640441895,-1.2391340732574463,-0.7183588743209839
2455013,5,1,245,5,0,0,15,NA,NA,NA,0,1,0,-2.6402783393859863,0.1684308499097824,-1.255066156387329
2455016,8,1,245,5,0,0,13,0.643450915813446,NA,0.4694022238254547,0,1,1,1.0452960729599,1.927886962890625,0.8917628526687622
2455019,7,1,245,5,0,0,16,NA,NA,-0.5879871249198914,0,1,0,-2.0260159969329834,-0.7112972140312195,-0.5394564867019653
2455029,9,1,245,5,0,1,12,0.5312928557395935,NA,1.0084635019302368,0,1,1,0.7381649017333984,1.2241045236587524,1.7862749099731445
2455035,8,1,245,5,0,0,13,0.2621135413646698,NA,-0.13185839354991913,0,1,1,0.7381649017333984,-0.3594059944152832,-0.7183588743209839
2455041,8,1,245,5,0,0,12,-0.6575825214385986,NA,NA,0,1,1,-0.490359902381897,-0.3594059944152832,0.5339580178260803
2455049,6,1,245,5,0,0,14,-0.8370353579521179,NA,NA,0,1,1,-0.18322870135307312,-1.0631884336471558,0.35505563020706177
2455063,8,1,245,5,0,0,13,-0.23138189315795898,NA,0.3450034558773041,0,1,1,1.0452960729599,1.2241045236587524,1.2495677471160889
2456005,9,1,245,6,0,0,13,-0.15346933901309967,0.10454408824443817,-0.7266115546226501,1,1,1,-0.18322870135307312,1.048158884048462,0.5339580178260803
2456012,9,1,245,6,0,0,13,-0.4445951282978058,-0.13635486364364624,-0.1705678403377533,1,1,1,-0.18322870135307312,-0.3594059944152832,1.0706652402877808
2456014,9,1,245,6,0,0,13,NA,NA,NA,1,1,1,-0.18322870135307312,1.400050163269043,0.8917628526687622
2456016,6,1,245,6,0,0,16,-0.48341187834739685,-0.4575534462928772,NA,1,1,0,-0.7974911332130432,-0.88724285364151,-1.255066156387329
2456018,8,1,245,6,1,0,13,0.9528086185455322,1.4294883012771606,0.5914179682731628,1,1,0,1.352427363395691,-0.5353516340255737,0.7128604650497437
2456029,7,1,245,6,0,0,14,NA,-0.5780029296875,-0.6442347168922424,1,1,0,0.12390250712633133,-0.007514761295169592,0.17615319788455963
2456035,7,1,245,6,0,0,14,-0.19228610396385193,0.7870911359786987,-0.43829259276390076,1,1,0,-0.18322870135307312,-0.18346038460731506,0.17615319788455963
2456048,10,1,245,6,0,0,13,0.3705570697784424,0.8673907518386841,1.6829111576080322,1,1,1,0.7381649017333984,0.1684308499097824,1.2495677471160889
2456049,9,1,245,6,0,0,13,0.11824806779623032,-0.3371039927005768,NA,1,1,1,-0.18322870135307312,0.6962677240371704,1.9651774168014526
2456055,7,1,245,6,0,0,14,-0.5804538130760193,-0.7386022210121155,0.22072218358516693,1,1,1,1.0452960729599,-0.18346038460731506,0.35505563020706177
2465002,7,1,246,5,0,0,13,NA,NA,-0.67091965675354,0,1,1,-0.7974911332130432,-0.7112972140312195,-1.6128709316253662
2465007,8,1,246,5,0,0,14,-0.029497388750314713,NA,0.42793595790863037,0,1,0,1.352427363395691,-0.5353516340255737,-0.360554039478302
2465008,8,1,246,5,0,0,14,-1.7342997789382935,NA,-0.5879871249198914,0,1,0,-1.1046223640441895,-0.5353516340255737,-1.9706758260726929
2465009,6,1,246,5,0,0,14,-0.3435399532318115,NA,-1.189247727394104,0,1,0,-0.7974911332130432,-1.9429165124893188,-0.5394564867019653
2465011,8,1,246,5,0,0,11,-0.7473089098930359,NA,NA,0,1,1,1.0452960729599,-0.18346038460731506,-0.18165162205696106
2465012,7,1,246,5,0,0,11,-0.7248773574829102,NA,NA,0,1,1,-1.1046223640441895,-1.0631884336471558,-0.8972613215446472
2465017,8,1,246,5,0,0,12,-0.20895028114318848,NA,-0.5672540068626404,0,1,0,-0.18322870135307312,-0.5353516340255737,0.5339580178260803
2465018,6,1,246,5,0,0,14,NA,NA,NA,0,1,0,-0.7974911332130432,-1.0631884336471558,-1.7917733192443848
2465019,8,1,246,5,0,0,13,NA,NA,-0.25625714659690857,0,1,0,0.12390250712633133,-0.007514761295169592,-0.18165162205696106
2465020,8,1,246,5,0,0,11,-0.4781295955181122,NA,-0.5257877707481384,0,1,0,0.7381649017333984,0.6962677240371704,-0.5394564867019653
2465022,7,1,246,5,0,0,14,-1.1286463737487793,NA,NA,0,1,1,0.12390250712633133,-1.0631884336471558,-0.0027492118533700705
2465023,8,1,246,5,0,0,14,NA,NA,-0.9197171330451965,0,1,0,-0.490359902381897,-0.18346038460731506,-1.255066156387329
2465032,9,1,246,5,0,0,NA,NA,NA,NA,0,1,1,-0.7974911332130432,-0.5353516340255737,2.1440796852111816
2465035,8,1,246,5,0,0,13,NA,NA,-0.007459649816155434,0,1,0,-0.18322870135307312,-0.88724285364151,0.35505563020706177
2465048,8,1,246,5,0,0,12,-0.7921721339225769,NA,-0.069659024477005,0,1,0,1.352427363395691,-0.007514761295169592,-0.0027492118533700705
2465049,8,1,246,5,0,0,11,NA,NA,NA,0,1,0,1.0452960729599,1.400050163269043,-0.0027492118533700705
2465050,8,1,246,5,0,0,12,-0.16408705711364746,NA,NA,0,5,1,0.4310337007045746,-0.18346038460731506,0.5339580178260803
2465052,8,1,246,5,0,0,12,NA,NA,0.11693909764289856,0,1,0,0.7381649017333984,-0.007514761295169592,-0.360554039478302
2465056,7,1,246,5,0,0,12,NA,NA,NA,0,1,1,-0.18322870135307312,-0.7112972140312195,-0.18165162205696106
2466001,10,1,246,6,0,0,15,-0.8133544325828552,0.0643942654132843,-0.6236404776573181,1,1,1,0.12390250712633133,0.1684308499097824,1.7862749099731445
2466004,8,1,246,6,0,0,14,-0.5416370630264282,-0.6783775091171265,-1.3444379568099976,1,1,1,0.4310337007045746,0.1684308499097824,-0.5394564867019653
2466007,8,1,246,6,0,0,14,-0.26991963386535645,-0.7185273170471191,-1.1796841621398926,1,1,0,0.12390250712633133,1.751941442489624,1.0706652402877808
2466009,7,1,246,6,0,0,15,NA,-0.7988269925117493,-0.10878520458936691,1,5,0,0.12390250712633133,-0.007514761295169592,-0.5394564867019653
2466010,8,1,246,6,0,0,14,-0.4445951282978058,-0.8791266083717346,-0.23235046863555908,1,1,1,1.0452960729599,0.1684308499097824,-0.0027492118533700705
2466013,8,1,246,6,0,0,15,NA,-1.2003252506256104,-1.1384958028793335,1,1,0,1.352427363395691,-0.7112972140312195,-0.7183588743209839
2466025,9,1,246,6,0,0,16,-0.6192705631256104,-0.03598029538989067,-0.19116204977035522,1,1,1,-0.7974911332130432,1.048158884048462,0.8917628526687622
2466029,8,1,246,6,0,0,15,NA,-1.7021980285644531,-1.509191632270813,1,5,0,-1.7188847064971924,0.8722133040428162,0.35505563020706177
2466035,8,1,246,6,0,0,15,NA,-0.21665450930595398,-0.6030462980270386,1,1,0,0.12390250712633133,1.400050163269043,0.17615319788455963
2466037,8,1,246,6,0,0,16,NA,-1.561673641204834,-1.6945395469665527,1,1,0,NA,-1.2391340732574463,-2.149578094482422
2466040,8,1,246,6,0,0,14,NA,-0.9795011878013611,-0.9119594693183899,1,1,0,0.4310337007045746,-0.88724285364151,-0.8972613215446472
2466042,8,1,246,6,0,0,14,NA,NA,-0.7883942127227783,1,1,0,1.0452960729599,0.6962677240371704,-0.7183588743209839
2485008,7,1,248,5,0,0,11,-1.4651204347610474,NA,NA,0,1,1,-0.7974911332130432,-1.2391340732574463,0.17615319788455963
2485009,7,1,248,5,0,0,12,-1.2856676578521729,NA,NA,0,1,1,-0.7974911332130432,-0.007514761295169592,-1.0761637687683105
2485010,8,1,248,5,0,0,12,-1.0613515377044678,NA,-0.733119010925293,0,1,1,0.4310337007045746,0.1684308499097824,1.0706652402877808
2485011,7,1,248,5,0,0,11,-1.5099836587905884,NA,NA,0,1,1,-0.490359902381897,-1.2391340732574463,-1.0761637687683105
2485012,8,1,248,5,0,0,10,-0.20895028114318848,NA,NA,0,1,1,0.7381649017333984,1.048158884048462,-1.0761637687683105
2485014,9,1,248,5,0,0,13,1.1369463205337524,NA,0.05473972484469414,0,1,1,0.7381649017333984,-0.007514761295169592,0.8917628526687622
2485015,7,1,248,5,0,0,11,-1.1062147617340088,NA,NA,0,1,1,-0.490359902381897,-1.0631884336471558,-2.507383108139038
2485019,8,1,248,5,0,0,10,-1.0389199256896973,NA,-1.4380452632904053,0,1,0,-0.490359902381897,-0.18346038460731506,-1.255066156387329
2485022,7,1,248,5,0,0,11,-1.3978255987167358,NA,NA,0,1,1,-2.0260159969329834,-0.7112972140312195,-2.3284807205200195
2485023,7,1,248,5,0,0,13,-1.7791630029678345,NA,NA,0,1,1,-0.18322870135307312,-1.0631884336471558,-0.7183588743209839
2485028,8,1,248,5,0,0,13,-0.43326637148857117,NA,-0.6294533610343933,0,1,0,1.0452960729599,1.2241045236587524,0.17615319788455963
2486001,8,1,248,6,0,0,14,-0.9492131471633911,-1.3006998300552368,-1.2414668798446655,1,1,0,-0.490359902381897,-0.3594059944152832,-0.7183588743209839
2486005,7,1,248,6,0,0,9,NA,-1.8226474523544312,-1.7151336669921875,1,1,1,-1.1046223640441895,-1.2391340732574463,-1.4339685440063477
2486006,8,1,248,6,0,0,13,-1.415014386177063,-1.4211492538452148,-1.4885973930358887,1,5,1,1.9666897058486938,1.927886962890625,0.7128604650497437
2486011,7,1,248,6,0,0,15,-0.9492131471633911,-0.9594262838363647,-1.4885973930358887,1,1,0,-2.0260159969329834,-1.2391340732574463,-0.7183588743209839
2486020,8,1,248,6,0,0,14,-1.764365315437317,-0.6783775091171265,-1.2414668798446655,1,1,0,-0.18322870135307312,0.1684308499097824,-1.0761637687683105
2495001,7,0,249,5,0,0,12,-1.2856676578521729,NA,NA,0,1,1,0.4310337007045746,1.2241045236587524,-1.7917733192443848
2495002,8,0,249,5,0,0,13,NA,NA,-1.0441159009933472,0,1,0,-0.490359902381897,-0.3594059944152832,-0.5394564867019653
2495003,8,0,249,5,0,0,13,NA,NA,-1.147781491279602,0,5,0,-1.1046223640441895,-0.88724285364151,-0.7183588743209839
2495006,8,0,249,5,0,0,12,-0.43326637148857117,NA,-1.189247727394104,0,1,1,-0.18322870135307312,1.048158884048462,0.8917628526687622
2495007,7,0,249,5,0,0,12,-0.007065778598189354,NA,NA,0,5,1,-1.1046223640441895,0.1684308499097824,0.35505563020706177
2495009,7,0,249,5,0,0,11,-0.38840317726135254,NA,-0.691652774810791,0,1,1,-0.490359902381897,-1.0631884336471558,-0.18165162205696106
2495014,7,0,249,5,0,0,14,NA,NA,NA,0,1,0,-1.1046223640441895,-0.88724285364151,-2.3284807205200195
2495018,8,0,249,5,0,0,13,0.03779744356870651,NA,-0.7953183650970459,0,5,0,-0.7974911332130432,-0.18346038460731506,-0.18165162205696106
2495021,7,0,249,5,0,0,13,-0.971625030040741,NA,NA,0,1,1,0.12390250712633133,0.1684308499097824,-1.6128709316253662
2495030,7,0,249,5,0,0,14,NA,NA,NA,0,1,1,-0.18322870135307312,0.5203220844268799,0.17615319788455963
2495031,7,0,249,5,0,0,14,NA,NA,-1.5624439716339111,0,1,0,-0.7974911332130432,-1.2391340732574463,-0.7183588743209839
2495036,8,0,249,5,0,0,11,1.0696516036987305,NA,NA,0,1,1,0.4310337007045746,-0.7112972140312195,0.17615319788455963
2495037,8,0,249,5,0,0,11,NA,NA,-0.3806558847427368,0,1,1,1.352427363395691,2.103832721710205,0.17615319788455963
2495042,8,0,249,5,0,0,13,-0.7697405219078064,NA,-0.8782508969306946,0,1,1,-0.7974911332130432,-0.3594059944152832,1.0706652402877808
2495043,7,0,249,5,0,0,13,-0.8146037459373474,NA,-0.733119010925293,0,5,0,-0.7974911332130432,-0.88724285364151,-0.5394564867019653
2495046,8,0,249,5,0,0,12,NA,NA,-1.0026496648788452,0,1,0,-1.7188847064971924,-0.7112972140312195,-1.4339685440063477
2495047,8,0,249,5,0,0,14,-0.16408705711364746,NA,-0.5672540068626404,0,1,0,0.12390250712633133,-0.88724285364151,-0.8972613215446472
2495057,7,0,249,5,0,0,11,-1.2856676578521729,NA,-0.9819164872169495,0,1,1,-0.7974911332130432,-0.18346038460731506,-0.5394564867019653
2495058,8,0,249,5,0,0,12,0.41913482546806335,NA,-0.3806558847427368,0,1,1,0.7381649017333984,1.048158884048462,-0.18165162205696106
2495066,8,0,249,5,0,0,13,-0.20895028114318848,NA,NA,0,1,1,0.12390250712633133,-0.5353516340255737,-0.8972613215446472
2495072,8,0,249,5,0,0,11,-0.05192900076508522,NA,-0.44285526871681213,0,5,1,1.6595585346221924,1.400050163269043,-0.18165162205696106
2495073,6,0,249,5,0,0,14,NA,NA,-1.0026496648788452,0,1,0,-1.411753535270691,-1.2391340732574463,-0.360554039478302
2495074,8,0,249,5,0,0,14,-1.0164883136749268,NA,-1.5209777355194092,0,1,0,-1.1046223640441895,-0.5353516340255737,0.35505563020706177
2495079,8,0,249,5,0,0,12,0.06022905558347702,NA,0.07547284662723541,0,1,0,-0.18322870135307312,0.6962677240371704,0.17615319788455963
2495080,8,0,249,5,0,0,13,NA,NA,-0.5050546526908875,0,1,0,-0.490359902381897,-0.007514761295169592,-1.0761637687683105
2496001,8,0,249,6,0,0,13,-0.40577834844589233,-0.9995760917663574,-0.1705678403377533,1,1,0,-0.7974911332130432,0.5203220844268799,-0.18165162205696106
2496002,8,0,249,6,0,0,16,NA,-0.4776283800601959,-1.5709742307662964,1,1,0,-0.490359902381897,0.34437647461891174,0.35505563020706177
2496003,7,0,249,6,0,0,15,-1.0074383020401,-1.1401004791259766,-0.7266115546226501,1,1,0,-1.1046223640441895,-0.7112972140312195,-2.149578094482422
2496004,8,0,249,6,0,0,13,-0.42518672347068787,-0.899201512336731,-0.9325536489486694,1,1,0,-0.18322870135307312,0.34437647461891174,0.35505563020706177
2496006,8,0,249,6,0,0,13,-0.2505112588405609,-0.9594262838363647,-0.19116204977035522,1,1,1,0.7381649017333984,-0.7112972140312195,0.35505563020706177
2496008,9,0,249,6,0,0,12,-0.32814478874206543,-0.7386022210121155,-0.5618578791618347,1,1,1,0.7381649017333984,-0.7112972140312195,0.5339580178260803
2496014,8,0,249,6,0,0,12,-0.5222286581993103,-0.6181527376174927,-0.5206694602966309,1,1,0,1.0452960729599,1.400050163269043,1.2495677471160889
2496020,8,0,249,6,0,0,12,-0.5610454082489014,-1.5415986776351929,-0.5618578791618347,1,1,0,-0.490359902381897,0.5203220844268799,1.4284701347351074
