pupid,educ_attain,treat,schid,grade,winn01,winn02,age01,test00,test01,test02,c1,weight,in_school,math,cognitive,vocab
2986015,7,0,298,6,0,0,14,NA,-2.0635464191436768,-1.3650320768356323,1,1,1,-0.7974911332130432,-1.4150797128677368,-1.4339685440063477
2986016,8,0,298,6,0,0,13,0.07943129539489746,-0.15642976760864258,-0.43829259276390076,1,1,1,1.352427363395691,1.751941442489624,-0.18165162205696106
2986017,8,0,298,6,0,0,12,-0.6386789679527283,-0.7787520885467529,0.07656270265579224,1,1,1,-0.18322870135307312,-0.5353516340255737,0.5339580178260803
2986023,8,0,298,6,0,0,14,-0.8909879922866821,-0.6984524130821228,-0.29413309693336487,1,1,1,1.0452960729599,-0.18346038460731506,0.35505563020706177
2986026,8,0,298,6,0,0,12,-0.3087364137172699,-0.7185273170471191,-0.37650996446609497,1,1,1,1.0452960729599,1.400050163269043,1.2495677471160889
2986027,8,0,298,6,0,0,15,-1.5120563507080078,-1.682123064994812,NA,1,1,0,-0.7974911332130432,-1.0631884336471558,-0.18165162205696106
2986032,8,0,298,6,0,0,12,0.021206136792898178,-0.2367294281721115,-0.6236404776573181,1,1,1,1.0452960729599,1.927886962890625,0.35505563020706177
2986035,9,0,298,6,0,0,14,1.224526047706604,1.1484395265579224,0.8385485410690308,1,1,1,1.0452960729599,1.927886962890625,0.7128604650497437
2986037,8,0,298,6,0,0,15,-0.8133544325828552,-1.1200255155563354,-0.7472057938575745,1,1,0,-0.490359902381897,-0.007514761295169592,0.5339580178260803
2986043,7,0,298,6,0,0,14,NA,-1.0999506711959839,-0.6854231357574463,1,1,1,-1.411753535270691,-0.7112972140312195,0.35505563020706177
2986056,8,0,298,6,0,0,14,NA,0.3052932024002075,-0.3353215456008911,1,1,1,0.7381649017333984,0.34437647461891174,0.35505563020706177
2986057,8,0,298,6,0,0,14,NA,-0.1765046864748001,-0.6442347168922424,1,1,1,0.4310337007045746,0.6962677240371704,0.8917628526687622
2986067,11,0,298,6,0,0,12,-0.6969041228294373,-1.2806248664855957,NA,1,1,1,-0.7974911332130432,0.1684308499097824,0.35505563020706177
2986070,9,0,298,6,0,0,14,NA,0.2852182984352112,-0.08819099515676498,1,1,1,1.0452960729599,0.8722133040428162,1.0706652402877808
3005001,6,0,300,5,0,0,13,-1.3978255987167358,NA,NA,0,1,1,-1.7188847064971924,-1.7669708728790283,-2.6862854957580566
3005002,8,0,300,5,0,0,13,-0.16408705711364746,NA,NA,0,1,1,-0.490359902381897,-0.18346038460731506,-0.0027492118533700705
3005005,8,0,300,5,0,0,12,-0.5005612373352051,NA,-0.6087202429771423,0,1,1,1.0452960729599,-0.88724285364151,-0.0027492118533700705
3005007,8,0,300,5,0,0,13,-0.5902876853942871,NA,-0.5050546526908875,0,1,1,-0.490359902381897,-0.88724285364151,0.5339580178260803
3005010,8,0,300,5,0,0,11,-0.321108341217041,NA,-0.691652774810791,0,1,1,0.4310337007045746,2.103832721710205,0.35505563020706177
3005012,8,0,300,5,0,0,12,0.39670321345329285,NA,NA,0,1,1,0.7381649017333984,1.927886962890625,1.4284701347351074
3005013,8,0,300,5,0,0,12,0.7780405879020691,NA,-0.2977233827114105,0,1,0,0.4310337007045746,0.5203220844268799,0.17615319788455963
3005015,7,0,300,5,0,0,12,-0.9491934180259705,NA,-1.127048373222351,0,1,1,0.4310337007045746,-0.007514761295169592,-1.255066156387329
3005017,8,0,300,5,0,0,13,-1.0613515377044678,NA,-0.2977233827114105,0,1,1,0.4310337007045746,-0.007514761295169592,0.35505563020706177
3005019,6,0,300,5,0,0,13,-0.7921721339225769,NA,-1.5002446174621582,0,1,0,-2.0260159969329834,-2.9985902309417725,-2.507383108139038
3005021,6,0,300,5,0,0,13,-1.1510779857635498,NA,NA,0,1,0,-1.411753535270691,-1.2391340732574463,-2.507383108139038
3005024,8,0,300,5,0,0,13,0.5312928557395935,NA,-0.5465208888053894,0,1,1,-0.18322870135307312,-1.9429165124893188,0.7128604650497437
3005025,7,0,300,5,0,0,13,-0.321108341217041,NA,-1.0233827829360962,0,1,1,0.7381649017333984,0.1684308499097824,0.7128604650497437
3005026,7,0,300,5,0,0,12,-0.43326637148857117,NA,-0.3806558847427368,0,1,1,0.12390250712633133,-0.5353516340255737,0.8917628526687622
3005028,8,0,300,5,0,0,13,-1.0164883136749268,NA,-1.5002446174621582,0,1,1,0.12390250712633133,0.1684308499097824,-0.360554039478302
3005031,6,0,300,5,0,0,13,-0.7921721339225769,NA,NA,0,1,1,-0.18322870135307312,-0.007514761295169592,-1.6128709316253662
3005041,8,0,300,5,0,0,11,-0.8146037459373474,NA,-0.4843215048313141,0,1,1,0.4310337007045746,-0.18346038460731506,0.17615319788455963
3005042,8,0,300,5,0,0,13,-0.14165544509887695,NA,-0.069659024477005,0,1,1,1.0452960729599,0.6962677240371704,0.5339580178260803
3006002,7,0,300,6,0,0,13,-1.046255111694336,-1.6419732570648193,-1.2414668798446655,1,1,0,-1.1046223640441895,-0.7112972140312195,0.17615319788455963
3006005,8,0,300,6,0,0,14,NA,-1.2605499029159546,-0.005814145319163799,1,1,0,0.12390250712633133,0.34437647461891174,-0.18165162205696106
3006006,8,0,300,6,0,0,16,-0.7551292777061462,-1.2605499029159546,NA,1,1,0,-0.7974911332130432,0.8722133040428162,-0.7183588743209839
3006007,8,0,300,6,0,0,13,NA,NA,-0.43829259276390076,1,1,1,-0.18322870135307312,0.8722133040428162,-0.7183588743209839
3006017,7,0,300,6,0,0,13,NA,-2.0233967304229736,-1.4885973930358887,1,1,0,-1.411753535270691,-0.7112972140312195,-1.0761637687683105
3006018,8,0,300,6,0,0,12,-0.28932803869247437,-0.6583026051521301,-0.5000752210617065,1,1,1,1.352427363395691,2.103832721710205,1.4284701347351074
3006019,8,0,300,6,0,0,13,NA,-1.8427224159240723,-1.1796841621398926,1,1,1,0.4310337007045746,0.34437647461891174,-0.8972613215446472
3006024,6,0,300,6,0,0,16,NA,NA,NA,1,1,0,-0.7974911332130432,-1.5910253524780273,-1.9706758260726929
3006029,7,0,300,6,0,0,12,NA,NA,-1.303249478340149,1,1,1,-0.7974911332130432,-0.88724285364151,0.17615319788455963
3006032,8,0,300,6,0,0,12,NA,-0.8189018964767456,-0.95314788818359375,1,1,1,1.352427363395691,1.927886962890625,0.7128604650497437
3006035,8,0,300,6,0,0,15,0.5840493440628052,0.004169528838247061,-0.3971041738986969,1,1,1,0.12390250712633133,-0.3594059944152832,0.8917628526687622
3006036,8,0,300,6,0,0,14,-0.1728777140378952,-1.5014488697052002,-0.7060173153877258,1,1,1,0.4310337007045746,-0.007514761295169592,0.35505563020706177
3006037,6,0,300,6,0,0,16,-0.2311028689146042,NA,NA,1,1,0,-1.411753535270691,0.5203220844268799,-1.9706758260726929
3006043,8,0,300,6,0,0,16,NA,-1.0598008632659912,-1.200278401374817,1,1,1,-0.7974911332130432,0.8722133040428162,-1.0761637687683105
3006045,6,0,300,6,0,0,17,NA,NA,NA,1,1,0,-1.7188847064971924,0.1684308499097824,-1.6128709316253662
3006046,8,0,300,6,0,0,12,NA,-1.1601754426956177,-0.8089883923530579,1,1,1,-0.490359902381897,-0.7112972140312195,-0.18165162205696106
3015001,7,0,301,5,0,0,14,-1.1062147617340088,NA,-1.4795114994049072,0,1,0,-1.7188847064971924,-1.7669708728790283,-2.507383108139038
3015002,8,0,301,5,0,0,15,-0.8818985819816589,NA,NA,0,1,1,-0.490359902381897,0.5203220844268799,1.0706652402877808
3015003,8,0,301,5,0,0,NA,-0.7024457454681396,NA,NA,0,1,0,0.12390250712633133,0.34437647461891174,-0.0027492118533700705
3015005,6,0,301,5,0,0,15,NA,NA,NA,0,1,0,-2.0260159969329834,-1.5910253524780273,-1.7917733192443848
3015007,7,0,301,5,0,0,14,NA,NA,-0.5257877707481384,0,1,1,-0.7974911332130432,-0.7112972140312195,-0.0027492118533700705
3015008,8,0,301,5,0,0,15,NA,NA,NA,0,1,0,-0.7974911332130432,-0.5353516340255737,-0.18165162205696106
3015009,8,0,301,5,0,0,13,-1.1959412097930908,NA,-0.67091965675354,0,1,1,-0.18322870135307312,-0.88724285364151,-0.5394564867019653
3015019,8,0,301,5,0,0,16,-1.2408044338226318,NA,-1.209980845451355,0,1,0,-2.0260159969329834,-1.7669708728790283,-0.8972613215446472
3015021,5,0,301,5,0,0,19,-0.7921721339225769,NA,NA,0,1,0,-2.6402783393859863,-1.4150797128677368,-2.507383108139038
3015023,8,0,301,5,0,0,15,NA,NA,-0.42212215065956116,0,1,0,0.12390250712633133,0.5203220844268799,-1.0761637687683105
3015024,7,0,301,6,0,0,12,NA,NA,-1.4268147945404053,1,1,0,-0.18322870135307312,0.8722133040428162,-1.0761637687683105
3015025,8,0,301,5,0,0,13,NA,NA,-0.09039214998483658,0,1,0,0.7381649017333984,0.5203220844268799,1.0706652402877808
3015026,8,0,301,5,0,0,13,-0.8370353579521179,NA,NA,0,1,0,-1.411753535270691,0.1684308499097824,-0.7183588743209839
3015027,7,0,301,5,0,0,13,NA,NA,NA,0,1,1,-1.7188847064971924,-1.4150797128677368,-0.8972613215446472
3015029,8,0,301,5,0,0,13,-0.16408705711364746,NA,NA,0,1,0,-0.7974911332130432,-1.2391340732574463,-0.8972613215446472
3015039,5,0,301,5,0,0,16,NA,NA,NA,0,1,0,-1.411753535270691,-2.1188621520996094,-1.255066156387329
3015047,8,0,301,5,0,0,13,-0.7024457454681396,NA,-0.27699026465415955,0,1,0,-0.18322870135307312,-0.007514761295169592,0.17615319788455963
3016001,8,0,301,6,0,0,16,NA,0.1848437488079071,-0.23235046863555908,1,1,0,0.12390250712633133,0.1684308499097824,0.8917628526687622
3016002,8,0,301,6,0,0,12,-1.2791557312011719,-0.4776283800601959,-0.6854231357574463,1,1,0,0.4310337007045746,1.927886962890625,-0.0027492118533700705
3016003,9,0,301,6,0,0,14,-1.3761975765228271,-0.4575534462928772,-0.6854231357574463,1,1,1,-0.490359902381897,-0.3594059944152832,-0.5394564867019653
3016004,8,0,301,6,0,0,16,NA,NA,NA,1,5,0,-1.411753535270691,-0.7112972140312195,0.5339580178260803
3016012,9,0,301,6,0,0,13,NA,-0.37725380063056946,-0.35591575503349304,1,1,1,0.12390250712633133,-1.0631884336471558,1.0706652402877808
3016025,10,0,301,6,0,0,14,-0.9298047423362732,-0.8189018964767456,-0.3971041738986969,1,1,1,-0.7974911332130432,-0.88724285364151,1.2495677471160889
3016026,8,0,301,6,0,0,14,NA,NA,-0.664828896522522,1,1,0,-0.490359902381897,0.1684308499097824,-0.0027492118533700705
3016027,7,0,301,6,0,0,13,NA,-0.6382277011871338,-1.0561189651489258,1,1,1,-0.7974911332130432,-0.007514761295169592,-1.6128709316253662
3016028,6,0,301,6,0,0,15,NA,NA,NA,1,5,0,-2.0260159969329834,-0.5353516340255737,-0.5394564867019653
3016037,9,0,301,6,0,0,17,-0.5804538130760193,-0.5780029296875,-0.37650996446609497,1,1,1,-0.490359902381897,1.2241045236587524,0.7128604650497437
3016039,7,0,301,6,0,0,14,NA,NA,-0.95314788818359375,1,1,0,-1.7188847064971924,-1.7669708728790283,-1.255066156387329
3016040,8,0,301,6,0,0,13,-0.48341187834739685,0.2852182984352112,0.4060700833797455,1,1,1,0.4310337007045746,0.5203220844268799,0.5339580178260803
3016041,10,0,301,6,0,0,17,NA,NA,0.2825048267841339,1,1,1,0.7381649017333984,1.2241045236587524,1.0706652402877808
3016045,9,0,301,6,0,0,15,-0.5028202533721924,-0.517778217792511,NA,1,1,1,0.7381649017333984,0.5203220844268799,-0.0027492118533700705
3025001,7,1,302,5,0,0,13,-0.5229928493499756,NA,-0.8989840149879456,0,1,1,-0.490359902381897,-1.2391340732574463,-0.5394564867019653
3025003,7,1,302,5,0,0,13,NA,NA,-0.691652774810791,0,1,1,-0.490359902381897,-0.007514761295169592,-1.0761637687683105
3025004,5,1,302,5,0,0,15,-1.801594614982605,NA,NA,0,1,0,-2.3331470489501953,-1.0631884336471558,-1.255066156387329
3025011,7,1,302,5,0,0,16,-1.3529623746871948,NA,NA,0,1,1,-0.490359902381897,-0.3594059944152832,-0.7183588743209839
3025012,7,1,302,5,0,0,12,-1.1510779857635498,NA,-0.4013890027999878,0,1,1,1.9666897058486938,2.103832721710205,-0.18165162205696106
3025014,7,1,302,5,0,0,12,NA,NA,NA,0,1,1,1.352427363395691,1.927886962890625,0.7128604650497437
3025018,6,1,302,5,0,0,13,NA,NA,NA,0,1,0,-1.7188847064971924,-1.9429165124893188,-2.3284807205200195
3025020,7,1,302,5,0,0,14,-1.1286463737487793,NA,NA,0,1,1,-0.490359902381897,0.1684308499097824,-0.360554039478302
3025021,7,1,302,5,0,0,11,-1.1735095977783203,NA,-0.5672540068626404,0,1,1,1.0452960729599,0.34437647461891174,0.5339580178260803
3026001,8,1,302,6,0,0,14,-0.42518672347068787,-0.07613012194633484,-0.6854231357574463,1,1,0,-0.7974911332130432,0.34437647461891174,-0.5394564867019653
3026003,8,1,302,6,0,0,14,NA,-0.21665450930595398,-0.37650996446609497,1,1,0,0.4310337007045746,-1.0631884336471558,-0.5394564867019653
3026005,8,1,302,6,0,0,14,-0.19228610396385193,0.2852182984352112,-0.6030462980270386,1,1,0,-0.7974911332130432,-0.3594059944152832,0.5339580178260803
3026007,6,1,302,6,0,0,16,-0.07583578675985336,-0.31702905893325806,NA,1,1,0,-0.490359902381897,-0.3594059944152832,-1.6128709316253662
3026009,9,1,302,6,0,0,13,NA,0.0643942654132843,-0.08819099515676498,1,1,1,1.0452960729599,-0.3594059944152832,-0.18165162205696106
3026011,10,1,302,6,0,0,16,0.5646409392356873,0.4257426857948303,-0.35591575503349304,1,1,1,0.12390250712633133,0.5203220844268799,-0.0027492118533700705
3026013,8,1,302,6,0,0,14,NA,NA,NA,1,1,0,-0.7974911332130432,-1.0631884336471558,-1.6128709316253662
3026015,9,1,302,6,0,0,12,NA,0.8473158478736877,0.7355774641036987,1,1,1,1.9666897058486938,-0.007514761295169592,0.5339580178260803
3026021,8,1,302,6,0,0,13,0.3123319149017334,0.6666416525840759,-0.43829259276390076,1,1,0,-0.490359902381897,0.6962677240371704,-0.18165162205696106
3026024,8,1,302,6,0,0,14,-0.5804538130760193,-0.2367294281721115,-0.252944678068161,1,1,0,-0.7974911332130432,-1.0631884336471558,-0.5394564867019653
3035001,8,0,303,5,0,0,15,NA,NA,NA,0,1,1,1.6595585346221924,0.6962677240371704,0.17615319788455963
3035003,6,0,303,5,0,0,16,-1.1510779857635498,NA,NA,0,1,0,-0.490359902381897,-0.3594059944152832,-1.9706758260726929
3035005,8,0,303,5,0,0,16,NA,NA,NA,0,1,0,-1.411753535270691,1.048158884048462,0.35505563020706177
3035008,7,0,303,5,0,0,15,NA,NA,-0.6501865386962891,0,1,0,-0.7974911332130432,-1.5910253524780273,-1.9706758260726929
3035010,7,0,303,5,0,0,15,NA,NA,-0.04892589896917343,0,1,0,-0.18322870135307312,-0.88724285364151,0.17615319788455963
3035011,8,0,303,5,0,0,13,0.23968194425106049,NA,0.3242703378200531,0,1,1,1.6595585346221924,1.2241045236587524,0.8917628526687622
3035013,6,0,303,5,0,0,12,-1.3080992698669434,NA,NA,0,1,1,0.12390250712633133,0.34437647461891174,-0.360554039478302
3035014,7,0,303,5,0,0,13,NA,NA,NA,0,1,1,1.352427363395691,1.927886962890625,0.17615319788455963
3036003,6,0,303,6,0,0,14,NA,NA,NA,1,1,0,-1.7188847064971924,-1.0631884336471558,-1.0761637687683105
3036004,8,0,303,6,0,0,15,-0.6386789679527283,-0.21665450930595398,-0.04700256884098053,1,1,1,0.7381649017333984,0.6962677240371704,0.8917628526687622
3045001,6,1,304,5,0,0,14,-0.4556979835033417,NA,NA,0,1,0,-1.7188847064971924,-1.9429165124893188,-1.7917733192443848
3045002,7,1,304,5,0,0,14,NA,NA,-0.27699026465415955,0,1,0,-1.411753535270691,-1.9429165124893188,-1.255066156387329
3045004,8,1,304,5,0,1,13,-0.23138189315795898,NA,1.2572609186172485,0,1,0,-0.7974911332130432,-0.88724285364151,-1.255066156387329
3045006,7,1,304,5,0,0,13,-0.5902876853942871,NA,-0.4013890027999878,0,1,0,0.12390250712633133,-1.5910253524780273,-0.18165162205696106
3045007,7,1,304,5,0,0,13,0.06022905558347702,NA,0.4901353418827057,0,1,1,1.6595585346221924,1.927886962890625,0.17615319788455963
3045008,6,1,304,5,0,0,14,NA,NA,NA,0,1,0,-1.411753535270691,-0.18346038460731506,-1.6128709316253662
3045011,8,1,304,5,0,0,12,-1.1735095977783203,NA,-0.5879871249198914,0,1,1,0.4310337007045746,1.400050163269043,-0.18165162205696106
3045012,6,1,304,5,0,0,13,-0.38840317726135254,NA,NA,0,1,1,-0.18322870135307312,-0.7112972140312195,-0.8972613215446472
3045016,7,1,304,5,0,0,13,NA,NA,0.573067843914032,0,1,0,-1.1046223640441895,-0.3594059944152832,0.5339580178260803
3045017,8,1,304,5,0,0,13,-0.8818985819816589,NA,0.4901353418827057,0,1,0,-1.7188847064971924,-1.5910253524780273,-2.6862854957580566
3046001,8,1,304,6,0,0,13,NA,-0.43747854232788086,-0.6442347168922424,1,5,0,-0.7974911332130432,-0.88724285364151,-1.0761637687683105
3046002,9,1,304,6,0,0,13,-1.0074383020401,-0.8590517044067383,0.15893955528736115,1,1,1,-1.1046223640441895,-0.5353516340255737,-0.7183588743209839
3046003,10,1,304,6,0,0,11,-0.5028202533721924,-0.11627994477748871,0.014780065976083279,1,5,1,-0.18322870135307312,-0.3594059944152832,0.5339580178260803
3046008,7,1,304,6,0,0,13,NA,-0.9795011878013611,NA,1,1,0,-1.411753535270691,-0.88724285364151,-1.0761637687683105
3046010,8,1,304,6,0,0,13,NA,-0.5780029296875,0.15893955528736115,1,1,0,0.12390250712633133,-0.18346038460731506,-0.8972613215446472
3046012,6,1,304,6,0,0,15,NA,-0.25680434703826904,NA,1,1,0,-1.7188847064971924,-1.7669708728790283,-2.507383108139038
3046014,10,1,304,6,0,0,14,NA,-0.3371039927005768,-0.8501768112182617,1,1,1,-1.411753535270691,-1.5910253524780273,0.17615319788455963
3046015,8,1,304,6,0,0,13,-0.26991963386535645,-0.6583026051521301,-0.767799973487854,1,1,0,-0.490359902381897,-0.88724285364151,-0.18165162205696106
3046017,8,1,304,6,0,0,14,NA,-0.6583026051521301,-0.35591575503349304,1,1,0,-1.7188847064971924,-1.0631884336471558,-1.4339685440063477
3046023,8,1,304,6,0,0,15,0.11824806779623032,-0.7386022210121155,0.8591427206993103,1,1,0,-0.7974911332130432,0.6962677240371704,-0.5394564867019653
3046025,8,1,304,6,0,0,14,-0.7745376825332642,-0.7185273170471191,0.46785271167755127,1,1,0,-1.411753535270691,-0.7112972140312195,-1.9706758260726929
3046026,8,1,304,6,0,0,13,-0.8133544325828552,-0.015905383974313736,1.2298386096954346,1,1,0,-0.490359902381897,1.751941442489624,0.17615319788455963
3065001,8,1,306,5,0,0,13,NA,NA,0.6145340800285339,0,1,1,-0.18322870135307312,0.6962677240371704,0.7128604650497437
3065002,8,1,306,5,0,0,12,-0.8818985819816589,NA,0.42793595790863037,0,1,1,-0.490359902381897,0.8722133040428162,-0.18165162205696106
3065005,8,1,306,5,0,0,11,NA,NA,NA,0,5,1,1.352427363395691,1.5759958028793335,0.17615319788455963
3065007,8,1,306,5,0,0,12,-0.6800141334533691,NA,0.09620597213506699,0,1,1,-0.18322870135307312,0.1684308499097824,0.35505563020706177
3065010,9,1,306,5,0,1,13,-0.36597156524658203,NA,0.9462640881538391,0,1,1,-0.490359902381897,-0.3594059944152832,0.8917628526687622
3065013,7,1,306,5,0,0,16,-0.7248773574829102,NA,NA,0,1,1,-3.2545406818389893,-1.5910253524780273,-2.6862854957580566
3065016,8,1,306,5,0,0,14,0.3069767653942108,NA,NA,0,1,1,-0.7974911332130432,-0.007514761295169592,0.5339580178260803
3065017,8,1,306,5,0,0,11,NA,NA,NA,0,1,1,0.4310337007045746,-0.7112972140312195,0.7128604650497437
3065018,8,1,306,5,0,0,12,-1.2408044338226318,NA,NA,0,1,1,-0.7974911332130432,-1.0631884336471558,0.5339580178260803
3065026,8,1,306,5,0,0,13,0.01536583248525858,NA,0.4072028398513794,0,1,1,-0.18322870135307312,-0.7112972140312195,1.9651774168014526
3065027,8,1,306,5,0,0,12,-1.5099836587905884,NA,-0.4635883867740631,0,1,1,0.12390250712633133,1.048158884048462,1.0706652402877808
3065028,8,1,306,5,0,1,10,1.0247883796691895,NA,1.0706628561019897,0,1,1,1.0452960729599,2.279778242111206,1.0706652402877808
3065032,8,1,306,5,0,1,12,1.114514708518982,NA,0.9462640881538391,0,1,1,1.352427363395691,1.5759958028793335,0.8917628526687622
3065034,8,1,306,5,0,0,12,NA,NA,0.034006599336862564,0,1,1,0.4310337007045746,1.751941442489624,0.8917628526687622
3065042,8,1,306,5,0,0,13,-0.2762451171875,NA,-0.17332464456558228,0,1,1,0.4310337007045746,0.1684308499097824,0.5339580178260803
3065062,9,1,306,5,0,1,12,1.338830828666687,NA,1.1535953283309937,0,1,1,1.0452960729599,-0.007514761295169592,1.4284701347351074
3065069,8,1,306,5,0,0,13,-0.2538135051727295,NA,0.034006599336862564,0,1,1,1.352427363395691,-0.3594059944152832,0.5339580178260803
3065074,9,1,306,5,0,1,12,1.9444843530654907,NA,2.0451197624206543,0,1,1,0.12390250712633133,0.8722133040428162,1.2495677471160889
3065075,7,1,306,5,0,0,12,NA,NA,NA,0,1,0,-0.7974911332130432,0.1684308499097824,-0.5394564867019653
3066004,7,1,306,6,0,0,15,0.06002290919423103,-0.056055210530757904,-0.10878520458936691,1,1,0,-1.1046223640441895,-1.5910253524780273,-0.0027492118533700705
3066007,8,1,306,6,0,0,13,NA,-0.4776283800601959,-0.1705678403377533,1,1,1,-1.1046223640441895,-1.2391340732574463,0.8917628526687622
3066009,7,1,306,6,0,0,14,-0.4445951282978058,-0.07613012194633484,-0.5000752210617065,1,1,0,-0.490359902381897,1.048158884048462,-0.18165162205696106
3066015,9,1,306,6,0,0,12,-0.5998622179031372,-0.09620503336191177,0.653200626373291,1,1,1,-0.18322870135307312,2.279778242111206,0.8917628526687622
3066020,10,1,306,6,0,0,11,0.5646409392356873,0.5060423612594604,0.7355774641036987,1,1,1,1.0452960729599,1.400050163269043,1.9651774168014526
3066037,9,1,306,6,0,0,13,0.021206136792898178,0.6064168810844421,0.24131639301776886,1,1,1,1.9666897058486938,0.6962677240371704,0.35505563020706177
3066039,6,1,306,6,0,0,15,NA,NA,NA,1,1,0,-1.7188847064971924,-0.88724285364151,-0.8972613215446472
3066041,9,1,306,6,0,0,11,-0.13406094908714294,0.16476882994174957,-0.1705678403377533,1,1,1,1.0452960729599,0.1684308499097824,1.2495677471160889
3066042,8,1,306,6,0,0,15,0.021206136792898178,0.32536813616752625,0.07656270265579224,1,5,0,0.4310337007045746,-0.88724285364151,-0.8972613215446472
3066049,8,1,306,6,0,0,13,-0.42518672347068787,-0.517778217792511,-0.35591575503349304,1,5,0,-0.18322870135307312,-0.7112972140312195,-0.7183588743209839
3066059,10,1,306,6,1,0,15,0.6810912489891052,1.2488141059875488,0.9003311991691589,1,1,1,0.7381649017333984,-0.5353516340255737,1.607372522354126
3075001,6,1,307,5,0,0,12,NA,NA,NA,0,5,0,-2.0260159969329834,-1.2391340732574463,-1.255066156387329
3075002,7,1,307,5,0,0,11,NA,NA,-1.624643325805664,0,1,1,-0.7974911332130432,-0.88724285364151,0.35505563020706177
3075004,7,1,307,5,0,0,12,NA,NA,-1.9771064519882202,0,1,0,-1.7188847064971924,0.34437647461891174,-0.0027492118533700705
3075011,7,1,307,5,0,0,13,NA,NA,NA,0,1,0,-0.7974911332130432,-1.4150797128677368,-2.3284807205200195
3075012,8,1,307,5,0,0,12,NA,NA,-0.4013890027999878,0,1,0,0.12390250712633133,1.048158884048462,0.17615319788455963
3075013,8,1,307,5,0,0,11,NA,NA,-0.5257877707481384,0,1,1,0.4310337007045746,-0.18346038460731506,-0.360554039478302
3075017,7,1,307,5,0,0,13,NA,NA,-1.209980845451355,0,1,1,0.12390250712633133,-0.88724285364151,-0.360554039478302
3075020,8,1,307,5,0,0,11,-0.007065778598189354,NA,-0.35992276668548584,0,1,1,1.6595585346221924,-1.7669708728790283,0.5339580178260803
3075024,8,1,307,5,0,0,NA,-1.1959412097930908,NA,-1.0233827829360962,0,1,1,-0.7974911332130432,1.5759958028793335,1.2495677471160889
3075027,8,1,307,5,0,1,11,0.35183998942375183,NA,0.7803990840911865,0,5,1,0.7381649017333984,1.2241045236587524,1.2495677471160889
3075031,7,1,307,5,0,0,12,NA,NA,-1.230713963508606,0,1,1,-0.18322870135307312,-0.7112972140312195,-0.7183588743209839
3075041,7,1,307,5,0,0,12,NA,NA,NA,0,1,1,0.4310337007045746,0.1684308499097824,-0.18165162205696106
3075045,7,1,307,5,0,0,12,NA,NA,-0.9611833691596985,0,1,1,-0.18322870135307312,-1.5910253524780273,-1.0761637687683105
3075051,6,1,307,5,0,0,NA,NA,NA,NA,0,5,1,-1.1046223640441895,-1.0631884336471558,-1.6128709316253662
3076002,9,1,307,6,0,0,12,-0.28932803869247437,-0.6181527376174927,0.13834533095359802,1,1,1,0.7381649017333984,0.34437647461891174,0.5339580178260803
3076003,8,1,307,6,0,0,12,-0.9103963375091553,-0.8389768004417419,0.2825048267841339,1,1,1,2.2738208770751953,1.927886962890625,0.5339580178260803
3076014,9,1,307,6,0,0,NA,-0.6192705631256104,NA,NA,1,1,1,1.6595585346221924,1.400050163269043,0.17615319788455963
3076017,8,1,307,6,0,0,15,-0.13406094908714294,NA,-0.8913652300834656,1,1,0,-0.7974911332130432,-0.5353516340255737,-0.5394564867019653
3076025,9,1,307,6,0,0,12,-0.5998622179031372,-0.7586771249771118,-0.3147273063659668,1,1,NA,1.9666897058486938,2.279778242111206,1.0706652402877808
3076026,6,1,307,6,0,0,15,-0.9492131471633911,-1.1601754426956177,NA,1,5,0,-0.18322870135307312,1.2241045236587524,-0.360554039478302
3076028,8,1,307,6,0,0,11,-0.2505112588405609,-0.43747854232788086,NA,1,1,1,0.7381649017333984,0.5203220844268799,1.2495677471160889
3085001,8,1,308,5,0,0,11,0.01536583248525858,NA,-0.2355240136384964,0,1,1,1.6595585346221924,1.048158884048462,1.2495677471160889
3085002,8,1,308,5,0,0,13,NA,NA,-0.44285526871681213,0,1,1,1.352427363395691,-0.7112972140312195,-0.7183588743209839
3085004,10,1,308,5,0,0,14,NA,NA,NA,0,1,1,0.4310337007045746,1.2241045236587524,0.5339580178260803
3085005,8,1,308,5,0,0,14,NA,NA,0.05473972484469414,0,1,0,-0.7974911332130432,0.1684308499097824,-0.7183588743209839
3085007,7,1,308,5,0,0,15,NA,NA,NA,0,1,1,1.352427363395691,-0.5353516340255737,-0.8972613215446472
3085008,8,1,308,5,0,0,11,-1.0164883136749268,NA,-0.691652774810791,0,1,1,0.7381649017333984,0.5203220844268799,0.5339580178260803
3085009,8,1,308,5,0,0,14,NA,NA,0.05473972484469414,0,1,1,1.0452960729599,-1.0631884336471558,1.0706652402877808
3085011,8,1,308,5,0,0,13,-1.1510779857635498,NA,NA,0,1,0,0.12390250712633133,0.6962677240371704,-0.0027492118533700705
3085012,8,1,308,5,0,0,11,NA,NA,-0.007459649816155434,0,1,1,1.9666897058486938,0.8722133040428162,0.17615319788455963
3085015,5,1,308,5,0,0,13,-0.14165544509887695,NA,NA,0,5,0,-0.18322870135307312,0.1684308499097824,-1.7917733192443848
3085019,7,1,308,5,0,0,13,0.08266066759824753,NA,-0.35992276668548584,0,1,1,1.0452960729599,-0.88724285364151,-1.255066156387329
3085024,6,1,308,5,0,0,12,NA,NA,NA,0,1,1,0.7381649017333984,-1.0631884336471558,-1.255066156387329
